prompt_id,sample,timestamp,run_dir,category,winner,left_model,right_model,blind,notes,annotator,faith_chatgpt,faith_gemini,qual_chatgpt,qual_gemini,faith_winner,qual_winner
bind_007,3,2026-02-28T14:08:54,runs/2026-02-12_core40_k3_1024,binding,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_008,1,2026-02-28T14:00:00,runs/2026-02-12_core40_k3_1024,binding,chatgpt,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_008,2,2026-02-28T14:04:23,runs/2026-02-12_core40_k3_1024,binding,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_008,3,2026-02-28T14:09:00,runs/2026-02-12_core40_k3_1024,binding,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_009,1,2026-02-28T14:00:08,runs/2026-02-12_core40_k3_1024,binding,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_009,2,2026-02-28T14:04:27,runs/2026-02-12_core40_k3_1024,binding,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_009,3,2026-02-28T14:09:05,runs/2026-02-12_core40_k3_1024,binding,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_010,1,2026-02-28T14:00:25,runs/2026-02-12_core40_k3_1024,binding,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
bind_010,2,2026-02-28T14:04:38,runs/2026-02-12_core40_k3_1024,binding,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,0.8,tie,chatgpt
bind_010,3,2026-02-28T14:09:12,runs/2026-02-12_core40_k3_1024,binding,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_001,1,2026-02-28T13:56:13,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_001,2,2026-02-28T14:01:25,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_001,3,2026-02-28T14:05:40,runs/2026-02-12_core40_k3_1024,count,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_002,1,2026-02-28T13:56:23,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_002,2,2026-02-28T14:01:45,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_002,3,2026-02-28T14:05:49,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_003,1,2026-02-28T13:56:33,runs/2026-02-12_core40_k3_1024,count,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_003,2,2026-02-28T14:01:53,runs/2026-02-12_core40_k3_1024,count,neither,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_003,3,2026-02-28T14:05:54,runs/2026-02-12_core40_k3_1024,count,neither,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_004,1,2026-02-28T13:56:41,runs/2026-02-12_core40_k3_1024,count,neither,gemini,chatgpt,0,,jackson,0.8333,1.0,1.0,1.0,gemini,tie
count_004,2,2026-02-28T14:01:58,runs/2026-02-12_core40_k3_1024,count,neither,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_004,3,2026-02-28T14:06:02,runs/2026-02-12_core40_k3_1024,count,neither,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_005,1,2026-02-28T13:56:47,runs/2026-02-12_core40_k3_1024,count,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,0.8,tie,chatgpt
count_005,2,2026-02-28T14:02:01,runs/2026-02-12_core40_k3_1024,count,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_005,3,2026-02-28T14:06:11,runs/2026-02-12_core40_k3_1024,count,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,0.8,tie,chatgpt
count_006,1,2026-02-28T13:56:54,runs/2026-02-12_core40_k3_1024,count,chatgpt,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_006,2,2026-02-28T14:02:15,runs/2026-02-12_core40_k3_1024,count,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_006,3,2026-02-28T14:06:28,runs/2026-02-12_core40_k3_1024,count,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_007,1,2026-02-28T13:57:02,runs/2026-02-12_core40_k3_1024,count,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_007,2,2026-02-28T14:02:24,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_007,3,2026-02-28T14:06:31,runs/2026-02-12_core40_k3_1024,count,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_008,1,2026-02-28T13:57:06,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_008,2,2026-02-28T14:02:28,runs/2026-02-12_core40_k3_1024,count,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_008,3,2026-02-28T14:06:36,runs/2026-02-12_core40_k3_1024,count,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_009,1,2026-02-28T13:57:10,runs/2026-02-12_core40_k3_1024,count,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_009,2,2026-02-28T14:02:31,runs/2026-02-12_core40_k3_1024,count,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_009,3,2026-02-28T14:06:41,runs/2026-02-12_core40_k3_1024,count,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
count_010,1,2026-02-28T13:57:21,runs/2026-02-12_core40_k3_1024,count,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,0.8,0.8,tie,tie
count_010,2,2026-02-28T14:02:37,runs/2026-02-12_core40_k3_1024,count,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,0.8,tie,chatgpt
count_010,3,2026-02-28T14:06:51,runs/2026-02-12_core40_k3_1024,count,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,0.8,tie,chatgpt
spatial_001,1,2026-02-28T13:57:24,runs/2026-02-12_core40_k3_1024,spatial,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_001,2,2026-02-28T14:02:49,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_001,3,2026-02-28T14:07:37,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_002,1,2026-02-28T13:57:36,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_002,2,2026-02-28T14:02:53,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_002,3,2026-02-28T14:07:40,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_003,1,2026-02-28T13:57:40,runs/2026-02-12_core40_k3_1024,spatial,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_003,2,2026-02-28T14:02:55,runs/2026-02-12_core40_k3_1024,spatial,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_003,3,2026-02-28T14:07:43,runs/2026-02-12_core40_k3_1024,spatial,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_004,1,2026-02-28T13:57:45,runs/2026-02-12_core40_k3_1024,spatial,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_004,2,2026-02-28T14:02:59,runs/2026-02-12_core40_k3_1024,spatial,tie,chatgpt,gemini,0,,jackson,1.0,1.0,0.8,1.0,tie,gemini
spatial_004,3,2026-02-28T14:07:47,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,0.8,1.0,tie,gemini
spatial_005,1,2026-02-28T13:57:52,runs/2026-02-12_core40_k3_1024,spatial,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_005,2,2026-02-28T14:03:05,runs/2026-02-12_core40_k3_1024,spatial,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_005,3,2026-02-28T14:07:50,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_006,1,2026-02-28T13:58:01,runs/2026-02-12_core40_k3_1024,spatial,neither,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_006,2,2026-02-28T14:03:12,runs/2026-02-12_core40_k3_1024,spatial,neither,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,0.8,tie,chatgpt
spatial_006,3,2026-02-28T14:07:54,runs/2026-02-12_core40_k3_1024,spatial,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_007,1,2026-02-28T13:58:11,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_007,2,2026-02-28T14:03:16,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_007,3,2026-02-28T14:07:57,runs/2026-02-12_core40_k3_1024,spatial,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_008,1,2026-02-28T13:58:22,runs/2026-02-12_core40_k3_1024,spatial,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_008,2,2026-02-28T14:03:21,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_008,3,2026-02-28T14:08:03,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_009,1,2026-02-28T13:58:30,runs/2026-02-12_core40_k3_1024,spatial,tie,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_009,2,2026-02-28T14:03:29,runs/2026-02-12_core40_k3_1024,spatial,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_009,3,2026-02-28T14:08:09,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_010,1,2026-02-28T13:58:34,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,0.8,tie,chatgpt
spatial_010,2,2026-02-28T14:03:34,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
spatial_010,3,2026-02-28T14:08:14,runs/2026-02-12_core40_k3_1024,spatial,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_001,1,2026-02-28T14:00:29,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_001,2,2026-02-28T14:04:44,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_001,3,2026-02-28T14:09:18,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,0.2,1.0,1.0,chatgpt,tie
typ_002,1,2026-02-28T14:00:32,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_002,2,2026-02-28T14:04:52,runs/2026-02-12_core40_k3_1024,typography,chatgpt,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_002,3,2026-02-28T14:09:22,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_003,1,2026-02-28T14:00:36,runs/2026-02-12_core40_k3_1024,typography,chatgpt,chatgpt,gemini,0,,jackson,0.2,0.2,1.0,1.0,tie,tie
typ_003,2,2026-02-28T14:04:59,runs/2026-02-12_core40_k3_1024,typography,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_003,3,2026-02-28T14:09:28,runs/2026-02-12_core40_k3_1024,typography,chatgpt,gemini,chatgpt,0,,jackson,1.0,0.2,1.0,1.0,chatgpt,tie
typ_004,1,2026-02-28T14:00:41,runs/2026-02-12_core40_k3_1024,typography,chatgpt,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_004,2,2026-02-28T14:05:03,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_004,3,2026-02-28T14:09:32,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_005,1,2026-02-28T14:00:43,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,0.75,1.0,1.0,chatgpt,tie
typ_005,2,2026-02-28T14:05:06,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,0.75,0.75,1.0,1.0,tie,tie
typ_005,3,2026-02-28T14:09:36,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,0.75,1.0,1.0,chatgpt,tie
typ_006,1,2026-02-28T14:00:46,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_006,2,2026-02-28T14:05:09,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_006,3,2026-02-28T14:09:38,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_007,1,2026-02-28T14:00:49,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_007,2,2026-02-28T14:05:11,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_007,3,2026-02-28T14:09:42,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_008,1,2026-02-28T14:00:55,runs/2026-02-12_core40_k3_1024,typography,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_008,2,2026-02-28T14:05:15,runs/2026-02-12_core40_k3_1024,typography,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_008,3,2026-02-28T14:09:45,runs/2026-02-12_core40_k3_1024,typography,tie,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_009,1,2026-02-28T14:00:58,runs/2026-02-12_core40_k3_1024,typography,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_009,2,2026-02-28T14:05:20,runs/2026-02-12_core40_k3_1024,typography,chatgpt,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_009,3,2026-02-28T14:05:26,runs/2026-02-12_core40_k3_1024,typography,chatgpt,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_010,1,2026-02-28T14:01:01,runs/2026-02-12_core40_k3_1024,typography,gemini,gemini,chatgpt,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_010,2,2026-02-28T14:01:12,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
typ_010,3,2026-02-28T14:09:50,runs/2026-02-12_core40_k3_1024,typography,gemini,chatgpt,gemini,0,,jackson,1.0,1.0,1.0,1.0,tie,tie
